    0           0.30932100          -128.959589                    0 
    1           0.23659500          -128.967205           -0.0076154 
    2           0.21348600          -128.974280           -0.0146912 
    3           0.32614000          -128.980606           -0.0210166 
    4           0.26198400          -128.991209           -0.0316196 
    5           0.19476600          -129.004607            -0.045018 
    6           0.18458800          -129.016971           -0.0573819 
    7           0.19197300          -129.030671           -0.0710822 
    8           0.21774400          -129.046226           -0.0866372 
    9           0.17378800          -129.063105            -0.103516 
   10           0.24415400          -129.079389              -0.1198 
   11           0.52567000          -129.095154            -0.135565 
   12           1.44003800          -129.091601            -0.132012 
   13           0.18765700          -129.113495            -0.153906 
   14           0.16973400          -129.113857            -0.154268 
   15           0.12625100          -129.114346            -0.154757 
   16           0.10031000          -129.114922            -0.155333 
   17           0.11335300          -129.115556            -0.155967 
   18           0.12218300          -129.116263            -0.156674 
   19           0.10259100          -129.117063            -0.157474 
   20           0.11018600          -129.118060            -0.158471 
   21           0.11863200          -129.119310            -0.159721 
   22           0.11738500          -129.120918            -0.161329 
   23           0.10037900          -129.122928            -0.163339 
   24           0.10171200          -129.125262            -0.165673 
   25           0.10228100          -129.128014            -0.168425 
   26           0.09874600          -129.131246            -0.171657 
   27           0.09621400          -129.135001            -0.175412 
   28           0.09497400          -129.139298            -0.179709 
   29           0.08404300          -129.144114            -0.184525 
   30           0.07630900          -129.149455            -0.189866 
   31           0.06728800          -129.155336            -0.195747 
   32           0.17821200          -129.161417            -0.201828 
   33           0.64162700          -129.165332            -0.205743 
   34           0.05923300          -129.168168            -0.208579 
   35           0.55681100          -129.166417            -0.206828 
   36           0.43021800          -129.167344            -0.207755 
   37           0.19958200          -129.168360            -0.208771 
   38           0.07881600          -129.168657            -0.209067 
   39           0.07477900          -129.168685            -0.209096 
   40           0.06507100          -129.168713            -0.209124 
   41           0.05826900          -129.168747            -0.209158 
   42           0.05845600          -129.168787            -0.209198 
   43           0.05852800          -129.168832            -0.209243 
   44           0.05836300          -129.168880            -0.209291 
   45           0.05806700          -129.168938            -0.209349 
   46           0.05776800          -129.169010            -0.209421 
   47           0.05749200          -129.169102            -0.209513 
   48           0.05712200          -129.169223            -0.209634 
   49           0.05680200          -129.169378            -0.209789 
   50           0.05639200          -129.169569             -0.20998 
   51           0.05589500          -129.169799             -0.21021 
   52           0.05527000          -129.170075            -0.210486 
   53           0.05446300          -129.170418            -0.210829 
   54           0.05337100          -129.170840            -0.211251 
   55           0.05209300          -129.171341            -0.211752 
   56           0.05086500          -129.171943            -0.212354 
   57           0.04965700          -129.172672            -0.213082 
   58           0.04901800          -129.173525            -0.213936 
