    0           2.89691900           -35.085200                    0 
    1           2.38071900           -35.236716            -0.151517 
    2           1.50664900           -35.452126            -0.366927 
    3           2.76293600           -35.606504            -0.521304 
    4           1.26394100           -35.639873            -0.554674 
    5           0.96309900           -35.660554            -0.575354 
    6           2.03301100           -35.667665            -0.582465 
    7           1.80648600           -35.672918            -0.587719 
    8           1.35456400           -35.681538            -0.596338 
    9           0.82072600           -35.690652            -0.605452 
   10           0.78378400           -35.698320             -0.61312 
   11           1.31918700           -35.705543            -0.620343 
   12           1.80804800           -35.715475            -0.630275 
   13           2.09482000           -35.733312            -0.648112 
   14           2.18610300           -35.762432            -0.677232 
   15           2.30524200           -35.803091            -0.717892 
   16           2.70493800           -35.854312            -0.769113 
   17           3.18817600           -35.920266            -0.835066 
   18           3.21407800           -36.011043            -0.925844 
   19           2.80787000           -36.128916             -1.04372 
   20           1.94264100           -36.259585             -1.17439 
   21           1.65206200           -36.383132             -1.29793 
   22           1.88320100           -36.466324             -1.38112 
   23           2.04506900           -36.471801              -1.3866 
   24           1.72474600           -36.387471             -1.30227 
   25           1.98696800           -36.209062             -1.12386 
   26           1.99503800           -36.012401            -0.927202 
   27           2.57272400           -35.903265            -0.818066 
   28           2.57123400           -35.954886            -0.869686 
   29           2.61948400           -36.049407            -0.964207 
   30           2.55065600           -36.175551             -1.09035 
   31           2.14533800           -36.318643             -1.23344 
   32           1.65859300           -36.457305             -1.37211 
   33           1.38357100           -36.571557             -1.48636 
   34           0.68716400           -36.653374             -1.56817 
   35           0.60562700           -36.673019             -1.58782 
   36           0.61720400           -36.674505             -1.58931 
   37           0.58524500           -36.676626             -1.59143 
   38           0.54222400           -36.678972             -1.59377 
   39           0.48941400           -36.681404              -1.5962 
   40           0.42970600           -36.684051             -1.59885 
   41           0.36593300           -36.686893             -1.60169 
   42           0.29525100           -36.689817             -1.60462 
   43           0.26309400           -36.692199               -1.607 
   44           0.37108100           -36.694047             -1.60885 
   45           0.21357600           -36.695513             -1.61031 
   46           0.33752300           -36.695841             -1.61064 
   47           0.32381800           -36.695959             -1.61076 
   48           0.33348900           -36.696140             -1.61094 
   49           0.37701600           -36.696325             -1.61113 
   50           0.48228400           -36.696468             -1.61127 
   51           0.46012900           -36.696540             -1.61134 
   52           0.43531700           -36.696564             -1.61136 
   53           0.40173000           -36.696548             -1.61135 
   54           0.35807000           -36.696454             -1.61125 
   55           0.31346800           -36.696185             -1.61099 
   56           0.27499400           -36.695667             -1.61047 
   57           0.21459100           -36.694940             -1.60974 
   58           0.12686100           -36.694009             -1.60881 
   59           0.13505400           -36.692740             -1.60754 
   60           0.08743800           -36.691430             -1.60623 
   61           0.14498500           -36.690175             -1.60498 
   62           0.09364200           -36.689216             -1.60402 
   63           0.11758700           -36.688493             -1.60329 
   64           0.14043500           -36.687936             -1.60274 
   65           0.12928500           -36.687360             -1.60216 
   66           0.09030300           -36.686218             -1.60102 
   67           0.12013300           -36.685031             -1.59983 
   68           0.29044900           -36.684316             -1.59912 
   69           0.14534600           -36.684852             -1.59965 
   70           0.21233000           -36.685224             -1.60002 
   71           0.18221800           -36.685331             -1.60013 
   72           0.13766900           -36.685496              -1.6003 
   73           0.13414900           -36.685674             -1.60047 
   74           0.14537100           -36.685858             -1.60066 
   75           0.15700300           -36.686086             -1.60089 
   76           0.15508400           -36.686397              -1.6012 
   77           0.13076700           -36.686817             -1.60162 
   78           0.10831100           -36.687282             -1.60208 
   79           0.13156800           -36.687755             -1.60256 
   80           0.14569100           -36.688305             -1.60311 
   81           0.11467100           -36.688993             -1.60379 
   82           0.12338700           -36.689731             -1.60453 
   83           0.13847100           -36.690564             -1.60536 
   84           0.10761700           -36.691555             -1.60635 
   85           0.13179500           -36.692609             -1.60741 
   86           0.10794100           -36.693845             -1.60865 
   87           0.10711700           -36.695199                -1.61 
   88           0.14485600           -36.696680             -1.61148 
   89           0.19629400           -36.698301              -1.6131 
   90           0.31845200           -36.699869             -1.61467 
   91           0.65620900           -36.700570             -1.61537 
   92           0.08581000           -36.702120             -1.61692 
   93           0.54885100           -36.701197               -1.616 
   94           0.42464400           -36.701653             -1.61645 
   95           0.20401600           -36.702181             -1.61698 
   96           0.08470600           -36.702354             -1.61715 
   97           0.08176500           -36.702361             -1.61716 
   98           0.07715700           -36.702371             -1.61717 
   99           0.07403100           -36.702384             -1.61718 
  100           0.07161000           -36.702401              -1.6172 
  101           0.06880200           -36.702420             -1.61722 
  102           0.06573400           -36.702440             -1.61724 
  103           0.06257400           -36.702464             -1.61726 
  104           0.05967000           -36.702493             -1.61729 
  105           0.05899300           -36.702529             -1.61733 
  106           0.05916500           -36.702573             -1.61737 
  107           0.05598700           -36.702629             -1.61743 
  108           0.05514700           -36.702695             -1.61749 
  109           0.05416900           -36.702771             -1.61757 
  110           0.05284000           -36.702859             -1.61766 
  111           0.05272700           -36.702964             -1.61776 
  112           0.04964400           -36.703088             -1.61789 
  113           0.04769700           -36.703228             -1.61803 
  114           0.04820100           -36.703384             -1.61818 
  115           0.04374000           -36.703562             -1.61836 
  116           0.04611800           -36.703753             -1.61855 
