    0          12.23894500           -32.783615                    0 
    1           9.67555500           -32.863861            -0.080246 
    2           8.17676400           -33.294421            -0.510806 
    3           3.13910900           -33.840819              -1.0572 
    4           8.21136400           -33.795153             -1.01154 
    5           6.72297000           -33.871061             -1.08745 
    6           4.25872500           -33.973605             -1.18999 
    7           1.72799200           -34.047217              -1.2636 
    8           1.77722200           -34.068716              -1.2851 
    9           1.71499700           -34.069979             -1.28636 
   10           1.63482300           -34.072412              -1.2888 
   11           1.68734100           -34.076002             -1.29239 
   12           1.73890100           -34.080737             -1.29712 
   13           1.78170500           -34.086636             -1.30302 
   14           1.95799800           -34.093745             -1.31013 
   15           2.18403800           -34.103110             -1.31949 
   16           2.37064300           -34.115319              -1.3317 
   17           2.52879100           -34.131052             -1.34744 
   18           2.68631200           -34.151160             -1.36754 
   19           2.85272000           -34.176795             -1.39318 
   20           2.75756800           -34.209432             -1.42582 
   21           2.58030100           -34.249704             -1.46609 
   22           2.29854600           -34.297242             -1.51363 
   23           1.91966600           -34.350220             -1.56661 
   24           1.42320000           -34.405711              -1.6221 
   25           1.33309700           -34.458885             -1.67527 
   26           0.95421500           -34.500078             -1.71646 
   27           0.92507500           -34.511982             -1.72837 
   28           0.89637600           -34.511625             -1.72801 
   29           0.85963800           -34.510461             -1.72685 
   30           0.81116900           -34.508541             -1.72493 
   31           0.75566200           -34.505790             -1.72218 
   32           0.69714600           -34.502117              -1.7185 
   33           0.63539900           -34.497457             -1.71384 
   34           0.56143700           -34.491120             -1.70751 
   35           0.47204200           -34.482691             -1.69908 
   36           0.47484000           -34.471666             -1.68805 
   37           0.45697800           -34.457451             -1.67384 
   38           0.42877500           -34.439635             -1.65602 
   39           0.38865800           -34.418568             -1.63495 
   40           0.32833800           -34.395355             -1.61174 
   41           0.28291800           -34.371114              -1.5875 
   42           0.32788300           -34.347042             -1.56343 
   43           0.27784500           -34.324292             -1.54068 
   44           0.18074000           -34.303274             -1.51966 
   45           0.17235300           -34.303659             -1.52004 
   46           0.16139700           -34.304364             -1.52075 
   47           0.15140900           -34.305391             -1.52178 
